Company,NewsID,Year,male_sup_num,white_sup_num,total_sup_num,male_num,white_num,total_num,maleSupers,whiteSupers,male,white
The  Review,1323,2006,3,4,4,9,16,16,75.0%,100.0%,56.3%,100.0%
The  Review,1323,2007,2,2,2,7,14,14,100.0%,100.0%,50.0%,100.0%
The Review,1323,2011,2,3,3,6,13,13,66.7%,100.0%,46.2%,100.0%
The Review,1323,2012,3,4,4,6,15,15,75.0%,100.0%,40.0%,100.0%
The Review,1323,2013,1,1,1,8,15,15,100.0%,100.0%,53.3%,100.0%
The Review,1323,2014,3,3,3,9,15,15,100.0%,100.0%,60.0%,100.0%
Ashland Times-Gazette,1324,2002,3,3,3,7,15,15,100.0%,100.0%,46.7%,100.0%
Ashland Times-Gazette,1324,2003,5,5,5,9,15,15,100.0%,100.0%,60.0%,100.0%
Ashland Times-Gazette,1324,2004,4,4,4,11,15,15,100.0%,100.0%,73.3%,100.0%
Ashland Times-Gazette,1324,2005,4,4,4,11,16,16,100.0%,100.0%,68.8%,100.0%
Ashland Times-Gazette,1324,2006,4,4,4,10,16,16,100.0%,100.0%,62.5%,100.0%
Ashland Times-Gazette,1324,2007,4,4,4,12,15,15,100.0%,100.0%,80.0%,100.0%
Ashland Times-Gazette,1324,2008,3,3,3,12,16,16,100.0%,100.0%,75.0%,100.0%
Ashland Times-Gazette,1324,2009,4,4,4,12,15,15,100.0%,100.0%,80.0%,100.0%
Ashland Times-Gazette,1324,2010,4,4,4,12,16,16,100.0%,100.0%,75.0%,100.0%
Ashland Times-Gazette,1324,2011,3,3,3,12,16,16,100.0%,100.0%,75.0%,100.0%
Ashland Times-Gazette,1324,2012,4,4,4,10,15,15,100.0%,100.0%,66.7%,100.0%
Ashland Times-Gazette,1324,2013,3,3,3,10,15,15,100.0%,100.0%,66.7%,100.0%
Ashland Times-Gazette,1324,2014,4,4,4,10,16,16,100.0%,100.0%,62.5%,100.0%
Star Beacon,1325,2002,4,6,6,15,21,21,66.7%,100.0%,71.4%,100.0%
Star Beacon,1325,2007,3,5,5,11,20,20,60.0%,100.0%,55.0%,100.0%
Star Beacon,1325,2009,3,4,4,8,13,13,75.0%,100.0%,61.5%,100.0%
Star Beacon,1325,2011,4,6,6,15,22,22,66.7%,100.0%,68.2%,100.0%
Star Beacon,1325,2012,3,5,5,7,13,13,60.0%,100.0%,53.8%,100.0%
Star Beacon,1325,2013,3,5,5,10,15,15,60.0%,100.0%,66.7%,100.0%
Star Beacon,1325,2014,2,3,3,5,12,12,66.7%,100.0%,41.7%,100.0%
The Athens Messenger,1326,2001,3,3,3,6,13,13,100.0%,100.0%,46.2%,100.0%
The Athens Messenger,1326,2002,3,4,4,7,11,11,75.0%,100.0%,63.6%,100.0%
The Athens Messenger,1326,2003,3,4,4,8,12,12,75.0%,100.0%,66.7%,100.0%
The Athens Messenger,1326,2004,2,4,4,5,12,12,50.0%,100.0%,41.7%,100.0%
The Athens Messenger,1326,2005,2,5,5,5,13,13,40.0%,100.0%,38.5%,100.0%
The Athens Messenger,1326,2006,2,5,5,6,13,14,40.0%,100.0%,42.9%,92.9%
The Athens Messenger,1326,2008,2,3,3,7,15,15,66.7%,100.0%,46.7%,100.0%
The Athens Messenger,1326,2009,1,2,2,3,11,11,50.0%,100.0%,27.3%,100.0%
The Athens Messenger,1326,2010,2,5,5,5,12,12,40.0%,100.0%,41.7%,100.0%
The Athens Messenger,1326,2011,0,1,1,5,13,13,0.0%,100.0%,38.5%,100.0%
The Athens Messenger,1326,2012,1,3,3,7,16,16,33.3%,100.0%,43.8%,100.0%
The Athens Messenger,1326,2013,2,3,3,7,14,14,66.7%,100.0%,50.0%,100.0%
The Athens Messenger,1326,2014,2,3,3,6,14,14,66.7%,100.0%,42.9%,100.0%
Bellefontaine Examiner,1327,2001,2,2,2,8,13,13,100.0%,100.0%,61.5%,100.0%
Bellefontaine Examiner,1327,2002,1,2,2,8,13,13,50.0%,100.0%,61.5%,100.0%
Bellefontaine Examiner,1327,2003,1,2,2,7,12,12,50.0%,100.0%,58.3%,100.0%
Bellefontaine Examiner,1327,2004,2,3,3,8,13,13,66.7%,100.0%,61.5%,100.0%
Bellefontaine Examiner,1327,2005,2,2,2,11,17,17,100.0%,100.0%,64.7%,100.0%
Bellefontaine Examiner,1327,2006,1,2,2,6,11,11,50.0%,100.0%,54.5%,100.0%
Bellefontaine Examiner,1327,2007,1,2,2,6,11,11,50.0%,100.0%,54.5%,100.0%
Bellefontaine Examiner,1327,2008,1,2,2,6,9,9,50.0%,100.0%,66.7%,100.0%
Bellefontaine Examiner,1327,2009,2,3,3,6,12,12,66.7%,100.0%,50.0%,100.0%
Bellefontaine Examiner,1327,2012,2,3,3,10,18,18,66.7%,100.0%,55.6%,100.0%
Bellefontaine Examiner,1327,2013,2,3,3,9,15,15,66.7%,100.0%,60.0%,100.0%
Bellefontaine Examiner,1327,2014,1,2,2,6,10,10,50.0%,100.0%,60.0%,100.0%
Bellevue Gazette,1328,2008,1,1,1,2,4,4,100.0%,100.0%,50.0%,100.0%
Bellevue Gazette,1328,2012,NULL,1,1,NULL,4,4,#VALUE!,100.0%,#VALUE!,100.0%
Bellevue Gazette,1328,2013,NULL,1,1,1,3,3,#VALUE!,100.0%,33.3%,100.0%
Bellevue Gazette,1328,2014,NULL,1,1,1,3,3,#VALUE!,100.0%,33.3%,100.0%
The Sentinel-Tribune,1329,2001,3,3,3,17,17,17,100.0%,100.0%,100.0%,100.0%
The Sentinel-Tribune,1329,2002,3,3,3,10,14,14,100.0%,100.0%,71.4%,100.0%
The Sentinel-Tribune,1329,2003,2,2,2,12,15,15,100.0%,100.0%,80.0%,100.0%
The Sentinel-Tribune,1329,2004,3,3,3,11,14,14,100.0%,100.0%,78.6%,100.0%
The Sentinel-Tribune,1329,2005,2,2,2,11,14,14,100.0%,100.0%,78.6%,100.0%
The Sentinel-Tribune,1329,2006,3,3,3,11,14,14,100.0%,100.0%,78.6%,100.0%
The Sentinel-Tribune,1329,2007,3,3,3,12,16,16,100.0%,100.0%,75.0%,100.0%
The Sentinel-Tribune,1329,2008,3,3,3,12,15,15,100.0%,100.0%,80.0%,100.0%
The Sentinel-Tribune,1329,2009,3,3,3,11,14,14,100.0%,100.0%,78.6%,100.0%
The Sentinel-Tribune,1329,2010,3,3,3,10,13,13,100.0%,100.0%,76.9%,100.0%
The Sentinel-Tribune,1329,2011,3,3,3,10,13,13,100.0%,100.0%,76.9%,100.0%
The Sentinel-Tribune,1329,2012,3,3,3,10,13,14,100.0%,100.0%,71.4%,92.9%
The Sentinel-Tribune,1329,2013,3,3,3,9,12,13,100.0%,100.0%,69.2%,92.3%
The Sentinel-Tribune,1329,2014,3,4,4,12,17,18,75.0%,100.0%,66.7%,94.4%
The Bryan Times,1330,2001,2,5,5,6,16,16,40.0%,100.0%,37.5%,100.0%
The Bryan Times,1330,2002,1,1,1,2,10,10,100.0%,100.0%,20.0%,100.0%
The Bryan Times,1330,2003,1,1,1,4,11,11,100.0%,100.0%,36.4%,100.0%
The Bryan Times,1330,2004,2,2,2,6,13,13,100.0%,100.0%,46.2%,100.0%
The Bryan Times,1330,2005,2,2,2,4,14,14,100.0%,100.0%,28.6%,100.0%
The Bryan Times,1330,2006,1,1,1,4,14,14,100.0%,100.0%,28.6%,100.0%
The Bryan Times,1330,2009,1,2,2,5,12,12,50.0%,100.0%,41.7%,100.0%
The Bryan Times,1330,2010,1,2,2,4,12,12,50.0%,100.0%,33.3%,100.0%
The Bryan Times,1330,2011,2,2,2,5,12,12,100.0%,100.0%,41.7%,100.0%
The Bryan Times,1330,2012,1,2,2,4,14,14,50.0%,100.0%,28.6%,100.0%
The Bryan Times,1330,2013,2,3,3,5,13,13,66.7%,100.0%,38.5%,100.0%
The Bryan Times,1330,2014,3,3,3,5,14,14,100.0%,100.0%,35.7%,100.0%
Telegraph-Forum,1331,2001,0,1,1,3,9,9,0.0%,100.0%,33.3%,100.0%
Telegraph-Forum,1331,2002,0,1,1,3,7,7,0.0%,100.0%,42.9%,100.0%
Telegraph-Forum,1331,2003,0,1,1,3,7,7,0.0%,100.0%,42.9%,100.0%
Telegraph-Forum,1331,2004,0,1,1,3,7,7,0.0%,100.0%,42.9%,100.0%
Telegraph-Forum,1331,2005,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
The Daily Jeffersonian,1332,2004,4,4,4,14,21,21,100.0%,100.0%,66.7%,100.0%
The Daily Jeffersonian,1332,2007,2,3,3,9,17,17,66.7%,100.0%,52.9%,100.0%
The Daily Jeffersonian,1332,2008,2,3,3,8,11,11,66.7%,100.0%,72.7%,100.0%
The Daily Jeffersonian,1332,2009,2,3,3,9,17,17,66.7%,100.0%,52.9%,100.0%
The Daily Jeffersonian,1332,2010,3,4,4,9,12,12,75.0%,100.0%,75.0%,100.0%
The Daily Jeffersonian,1332,2011,2,2,2,8,12,12,100.0%,100.0%,66.7%,100.0%
The Daily Jeffersonian,1332,2012,2,3,3,8,11,11,66.7%,100.0%,72.7%,100.0%
The Daily Jeffersonian,1332,2013,3,3,3,22,35,35,100.0%,100.0%,62.9%,100.0%
The Daily Jeffersonian,1332,2014,2,2,2,10,13,13,100.0%,100.0%,76.9%,100.0%
The Daily Standard,1333,2001,0,4,4,5,14,14,0.0%,100.0%,35.7%,100.0%
The Daily Standard,1333,2002,0,1,1,5,13,13,0.0%,100.0%,38.5%,100.0%
The Daily Standard,1333,2003,2,4,4,7,17,17,50.0%,100.0%,41.2%,100.0%
The Daily Standard,1333,2004,2,4,4,8,18,18,50.0%,100.0%,44.4%,100.0%
The Daily Standard,1333,2006,2,4,4,7,18,18,50.0%,100.0%,38.9%,100.0%
The Daily Standard,1333,2008,1,2,2,5,14,14,50.0%,100.0%,35.7%,100.0%
The Daily Standard,1333,2010,1,3,3,5,14,14,33.3%,100.0%,35.7%,100.0%
The Daily Standard,1333,2011,1,3,3,5,14,14,33.3%,100.0%,35.7%,100.0%
The Daily Standard,1333,2012,NULL,1,1,4,12,12,#VALUE!,100.0%,33.3%,100.0%
The Daily Standard,1333,2013,NULL,1,1,5,14,14,#VALUE!,100.0%,35.7%,100.0%
The Daily Standard,1333,2014,1,2,2,5,12,12,50.0%,100.0%,41.7%,100.0%
Chillicothe Gazette,1335,2001,5,5,5,11,15,16,100.0%,100.0%,68.8%,93.8%
Chillicothe Gazette,1335,2002,5,6,6,11,16,16,83.3%,100.0%,68.8%,100.0%
Chillicothe Gazette,1335,2003,4,4,4,14,17,18,100.0%,100.0%,77.8%,94.4%
Chillicothe Gazette,1335,2004,4,5,5,10,15,16,80.0%,100.0%,62.5%,93.8%
Chillicothe Gazette,1335,2005,4,5,5,8,13,14,80.0%,100.0%,57.1%,92.9%
Chillicothe Gazette,1335,2006,3,4,4,9,12,15,75.0%,100.0%,60.0%,80.0%
Chillicothe Gazette,1335,2007,3,4,4,9,12,13,75.0%,100.0%,69.2%,92.3%
Chillicothe Gazette,1335,2008,4,3,4,7,13,15,100.0%,75.0%,46.7%,86.7%
Chillicothe Gazette,1335,2009,4,3,4,9,12,14,100.0%,75.0%,64.3%,85.7%
Chillicothe Gazette,1335,2010,3,2,3,5,8,10,100.0%,66.7%,50.0%,80.0%
Chillicothe Gazette,1335,2011,3,2,3,7,9,11,100.0%,66.7%,63.6%,81.8%
Chillicothe Gazette,1335,2012,3,2,3,5,7,8,100.0%,66.7%,62.5%,87.5%
Chillicothe Gazette,1335,2013,3,2,3,7,6,8,100.0%,66.7%,87.5%,75.0%
Chillicothe Gazette,1335,2014,2,1,2,7,6,8,100.0%,50.0%,87.5%,75.0%
Herald,1336,2001,0,1,1,4,13,13,0.0%,100.0%,30.8%,100.0%
Herald,1336,2002,0,1,1,3,6,6,0.0%,100.0%,50.0%,100.0%
Herald,1336,2003,0,1,1,1,6,6,0.0%,100.0%,16.7%,100.0%
Herald,1336,2004,1,2,2,3,6,6,50.0%,100.0%,50.0%,100.0%
Herald,1336,2008,2,2,2,5,7,7,100.0%,100.0%,71.4%,100.0%
Herald,1336,2009,2,2,2,3,5,5,100.0%,100.0%,60.0%,100.0%
Herald,1336,2010,2,2,2,4,6,6,100.0%,100.0%,66.7%,100.0%
Herald,1336,2011,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Herald,1336,2013,1,2,2,2,5,5,50.0%,100.0%,40.0%,100.0%
Herald,1336,2014,NULL,1,1,2,5,5,#VALUE!,100.0%,40.0%,100.0%
Coshocton Tribune,1338,2001,1,3,3,4,8,9,33.3%,100.0%,44.4%,88.9%
Coshocton Tribune,1338,2002,1,3,3,5,10,10,33.3%,100.0%,50.0%,100.0%
Coshocton Tribune,1338,2003,1,3,3,5,9,10,33.3%,100.0%,50.0%,90.0%
Coshocton Tribune,1338,2004,2,3,4,7,9,11,50.0%,75.0%,63.6%,81.8%
Coshocton Tribune,1338,2005,1,2,2,3,5,5,50.0%,100.0%,60.0%,100.0%
The Delaware Gazette,1340,2007,2,2,2,9,11,11,100.0%,100.0%,81.8%,100.0%
The Delaware Gazette,1340,2008,1,1,1,9,11,11,100.0%,100.0%,81.8%,100.0%
The Delaware Gazette,1340,2009,1,1,1,7,9,9,100.0%,100.0%,77.8%,100.0%
The Delaware Gazette,1340,2010,1,1,1,5,8,8,100.0%,100.0%,62.5%,100.0%
The Delaware Gazette,1340,2011,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
The Delaware Gazette,1340,2012,2,2,2,5,8,8,100.0%,100.0%,62.5%,100.0%
The Delaware Gazette,1340,2013,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
The Delaware Gazette,1340,2014,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
Delphos Daily Herald,1341,2001,0,1,1,2,9,9,0.0%,100.0%,22.2%,100.0%
Delphos Daily Herald,1341,2002,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Delphos Daily Herald,1341,2003,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Delphos Daily Herald,1341,2004,0,1,1,1,6,6,0.0%,100.0%,16.7%,100.0%
Delphos Daily Herald,1341,2005,0,1,1,1,3,3,0.0%,100.0%,33.3%,100.0%
Delphos Daily Herald,1341,2006,0,1,1,1,2,2,0.0%,100.0%,50.0%,100.0%
Delphos Daily Herald,1341,2008,0,1,1,2,3,3,0.0%,100.0%,66.7%,100.0%
Delphos Daily Herald,1341,2009,0,1,1,2,6,6,0.0%,100.0%,33.3%,100.0%
Delphos Daily Herald,1341,2010,1,2,2,2,3,3,50.0%,100.0%,66.7%,100.0%
Delphos Daily Herald,1341,2011,1,2,2,2,3,3,50.0%,100.0%,66.7%,100.0%
Delphos Daily Herald,1341,2012,1,2,2,4,12,12,50.0%,100.0%,33.3%,100.0%
Delphos Daily Herald,1341,2013,NULL,1,1,3,12,12,#VALUE!,100.0%,25.0%,100.0%
Delphos Daily Herald,1341,2014,1,2,2,6,11,11,50.0%,100.0%,54.5%,100.0%
The Review,1342,2001,1,4,4,9,17,17,25.0%,100.0%,52.9%,100.0%
The Review,1342,2002,2,4,4,10,15,15,50.0%,100.0%,66.7%,100.0%
The Review,1342,2003,2,3,3,9,11,11,66.7%,100.0%,81.8%,100.0%
The Review,1342,2004,0,1,1,7,10,10,0.0%,100.0%,70.0%,100.0%
The Review,1342,2007,1,2,2,7,11,11,50.0%,100.0%,63.6%,100.0%
The Review,1342,2008,1,1,1,8,10,10,100.0%,100.0%,80.0%,100.0%
The Review,1342,2009,1,1,1,6,9,9,100.0%,100.0%,66.7%,100.0%
The Review,1342,2011,1,1,1,3,7,7,100.0%,100.0%,42.9%,100.0%
The Review,1342,2012,1,1,1,3,7,7,100.0%,100.0%,42.9%,100.0%
The Review,1342,2013,1,1,1,6,8,8,100.0%,100.0%,75.0%,100.0%
The Review,1342,2014,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
The Courier,1345,2001,4,6,6,16,25,25,66.7%,100.0%,64.0%,100.0%
The Courier,1345,2002,3,5,5,13,23,23,60.0%,100.0%,56.5%,100.0%
The Courier,1345,2003,4,6,6,15,26,26,66.7%,100.0%,57.7%,100.0%
The Courier,1345,2004,3,5,5,15,24,24,60.0%,100.0%,62.5%,100.0%
The Courier,1345,2005,3,4,4,13,23,23,75.0%,100.0%,56.5%,100.0%
The Courier,1345,2006,3,6,6,14,25,25,50.0%,100.0%,56.0%,100.0%
The Courier,1345,2007,3,4,4,14,21,21,75.0%,100.0%,66.7%,100.0%
The Courier,1345,2008,5,9,9,14,25,25,55.6%,100.0%,56.0%,100.0%
The Courier,1345,2009,4,5,5,16,24,24,80.0%,100.0%,66.7%,100.0%
The Courier,1345,2010,5,6,6,14,26,26,83.3%,100.0%,53.8%,100.0%
The Courier,1345,2011,4,5,5,12,25,25,80.0%,100.0%,48.0%,100.0%
The Courier,1345,2012,3,4,4,15,27,27,75.0%,100.0%,55.6%,100.0%
The Courier,1345,2013,6,7,7,17,25,25,85.7%,100.0%,68.0%,100.0%
The Courier,1345,2014,4,5,5,17,23,23,80.0%,100.0%,73.9%,100.0%
Review Times,1346,2004,2,4,4,10,14,15,50.0%,100.0%,66.7%,93.3%
Review Times,1346,2005,2,4,4,3,7,7,50.0%,100.0%,42.9%,100.0%
Review Times,1346,2006,2,4,4,3,7,7,50.0%,100.0%,42.9%,100.0%
Review Times,1346,2007,2,4,4,4,7,7,50.0%,100.0%,57.1%,100.0%
Review Times,1346,2008,2,4,4,2,6,7,50.0%,100.0%,28.6%,85.7%
Review Times,1346,2009,2,4,4,3,6,7,50.0%,100.0%,42.9%,85.7%
Review Times,1346,2010,1,2,2,2,4,5,50.0%,100.0%,40.0%,80.0%
Review Times,1346,2011,1,2,2,1,4,4,50.0%,100.0%,25.0%,100.0%
Review Times,1346,2012,2,3,3,2,5,5,66.7%,100.0%,40.0%,100.0%
Review Times,1346,2013,2,3,3,5,6,6,66.7%,100.0%,83.3%,100.0%
Review Times,1346,2014,2,3,3,3,5,5,66.7%,100.0%,60.0%,100.0%
The News-Messenger,1347,2001,2,3,4,8,20,21,50.0%,75.0%,38.1%,95.2%
The News-Messenger,1347,2002,4,5,5,9,14,14,80.0%,100.0%,64.3%,100.0%
The News-Messenger,1347,2003,4,5,5,8,12,13,80.0%,100.0%,61.5%,92.3%
"The News-Messenger/The News Herald, Port Clinton",1347,2004,7,8,9,12,18,19,77.8%,88.9%,63.2%,94.7%
"The News-Messenger/The News Herald, Port Clinton",1347,2005,5,5,6,8,10,12,83.3%,83.3%,66.7%,83.3%
"The News-Messenger/The News Herald, Port Clinton",1347,2006,4,5,6,9,11,14,66.7%,83.3%,64.3%,78.6%
"The News-Messenger/The News Herald, Port Clinton",1347,2008,1,2,4,7,10,14,25.0%,50.0%,50.0%,71.4%
"The News-Messenger/The News Herald, Port Clinton",1347,2009,1,2,4,7,13,16,25.0%,50.0%,43.8%,81.3%
"The News-Messenger/The News Herald, Port Clinton",1347,2012,NULL,NULL,1,4,5,6,#VALUE!,#VALUE!,66.7%,83.3%
"The News-Messenger/The News Herald, Port Clinton",1347,2013,1,1,2,7,8,10,50.0%,50.0%,70.0%,80.0%
"The News-Messenger/The News Herald, Port Clinton",1347,2014,NULL,NULL,1,4,7,8,#VALUE!,#VALUE!,50.0%,87.5%
The Galion Inquirer,1348,2001,1,2,2,3,6,6,50.0%,100.0%,50.0%,100.0%
The Galion Inquirer,1348,2002,0,1,1,2,7,7,0.0%,100.0%,28.6%,100.0%
The Galion Inquirer,1348,2003,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Galion Inquirer,1348,2004,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Galion Inquirer,1348,2005,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Galion Inquirer,1348,2007,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Galion Inquirer,1348,2010,0,1,1,1,4,4,0.0%,100.0%,25.0%,100.0%
The Galion Inquirer,1348,2011,0,1,1,0,3,3,0.0%,100.0%,0.0%,100.0%
The Galion Inquirer,1348,2012,NULL,1,1,1,3,3,#VALUE!,100.0%,33.3%,100.0%
The Galion Inquirer,1348,2013,1,2,2,2,3,3,50.0%,100.0%,66.7%,100.0%
"Gallipolis Daily Tribune/The Daily Sentinel, Pomer",1349,2001,3,4,4,7,12,12,75.0%,100.0%,58.3%,100.0%
"Gallipolis Daily Tribune/The Daily Sentinel, Pomer",1349,2002,3,3,4,6,8,9,75.0%,75.0%,66.7%,88.9%
"Gallipolis Daily Tribune/The Daily Sentinel, Pomer",1349,2003,2,2,3,4,6,7,66.7%,66.7%,57.1%,85.7%
Gallipolis Daily Tribune,1349,2004,1,1,1,5,7,8,100.0%,100.0%,62.5%,87.5%
Gallipolis Daily Tribune,1349,2005,1,1,1,7,7,8,100.0%,100.0%,87.5%,87.5%
Gallipolis Daily Tribune,1349,2006,1,1,1,5,6,6,100.0%,100.0%,83.3%,100.0%
Gallipolis Daily Tribune,1349,2007,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Gallipolis Daily Tribune,1349,2008,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
Gallipolis Daily Tribune,1349,2010,1,2,2,2,6,6,50.0%,100.0%,33.3%,100.0%
Gallipolis Daily Tribune,1349,2011,1,2,2,2,5,5,50.0%,100.0%,40.0%,100.0%
Gallipolis Daily Tribune,1349,2012,NULL,2,2,3,8,8,#VALUE!,100.0%,37.5%,100.0%
Gallipolis Daily Tribune,1349,2013,NULL,1,1,2,4,4,#VALUE!,100.0%,50.0%,100.0%
Times-Gazette,1351,2007,1,1,1,2,5,6,100.0%,100.0%,33.3%,83.3%
Times-Gazette,1351,2008,1,1,1,3,7,7,100.0%,100.0%,42.9%,100.0%
Times-Gazette,1351,2013,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Times-Gazette,1351,2014,1,1,1,3,5,5,100.0%,100.0%,60.0%,100.0%
Daily Advocate,1352,2006,1,1,1,5,7,7,100.0%,100.0%,71.4%,100.0%
Daily Advocate,1352,2010,2,3,3,5,9,9,66.7%,100.0%,55.6%,100.0%
Ironton Tribune,1354,2001,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
Ironton Tribune,1354,2002,1,1,1,5,6,6,100.0%,100.0%,83.3%,100.0%
Ironton Tribune,1354,2003,1,1,1,4,5,5,100.0%,100.0%,80.0%,100.0%
Ironton Tribune,1354,2004,2,2,2,3,5,5,100.0%,100.0%,60.0%,100.0%
Ironton Tribune,1354,2005,2,2,2,3,5,5,100.0%,100.0%,60.0%,100.0%
Ironton Tribune,1354,2006,2,2,2,3,5,5,100.0%,100.0%,60.0%,100.0%
Ironton Tribune,1354,2007,2,2,2,3,7,7,100.0%,100.0%,42.9%,100.0%
Ironton Tribune,1354,2008,5,5,5,7,10,10,100.0%,100.0%,70.0%,100.0%
Ironton Tribune,1354,2009,2,2,2,2,5,5,100.0%,100.0%,40.0%,100.0%
Ironton Tribune,1354,2010,1,1,1,2,6,6,100.0%,100.0%,33.3%,100.0%
Ironton Tribune,1354,2011,1,1,1,1,5,5,100.0%,100.0%,20.0%,100.0%
Ironton Tribune,1354,2012,1,2,2,2,7,7,50.0%,100.0%,28.6%,100.0%
Ironton Tribune,1354,2013,2,2,2,2,7,7,100.0%,100.0%,28.6%,100.0%
Ironton Tribune,1354,2014,NULL,1,1,3,8,8,#VALUE!,100.0%,37.5%,100.0%
Kenton Times,1355,2001,2,2,2,6,5,6,100.0%,100.0%,100.0%,83.3%
Kenton Times,1355,2002,2,2,2,4,4,4,100.0%,100.0%,100.0%,100.0%
Kenton Times,1355,2003,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kenton Times,1355,2004,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kenton Times,1355,2005,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kenton Times,1355,2006,2,2,2,4,4,4,100.0%,100.0%,100.0%,100.0%
Kenton Times,1355,2007,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kenton Times,1355,2008,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kenton Times,1355,2009,2,2,2,4,5,5,100.0%,100.0%,80.0%,100.0%
Kenton Times,1355,2010,2,2,2,3,3,3,100.0%,100.0%,100.0%,100.0%
Kenton Times,1355,2011,1,1,1,3,3,3,100.0%,100.0%,100.0%,100.0%
Kenton Times,1355,2012,2,2,2,4,4,4,100.0%,100.0%,100.0%,100.0%
Kenton Times,1355,2014,2,2,2,5,5,5,100.0%,100.0%,100.0%,100.0%
Lancaster Eagle-Gazette,1356,2003,3,4,4,10,14,17,75.0%,100.0%,58.8%,82.4%
Lancaster Eagle-Gazette,1356,2004,1,2,3,8,10,14,33.3%,66.7%,57.1%,71.4%
Lancaster Eagle-Gazette,1356,2005,2,1,3,10,8,14,66.7%,33.3%,71.4%,57.1%
Lancaster Eagle-Gazette,1356,2006,1,2,3,6,8,12,33.3%,66.7%,50.0%,66.7%
Lancaster Eagle-Gazette,1356,2007,2,3,4,5,8,12,50.0%,75.0%,41.7%,66.7%
Lancaster Eagle-Gazette,1356,2008,2,3,4,7,8,14,50.0%,75.0%,50.0%,57.1%
Lancaster Eagle-Gazette,1356,2009,2,2,3,9,10,13,66.7%,66.7%,69.2%,76.9%
The Lima News,1357,2001,5,7,7,18,31,31,71.4%,100.0%,58.1%,100.0%
The Lima News,1357,2002,7,9,9,19,32,32,77.8%,100.0%,59.4%,100.0%
The Lima News,1357,2003,3,6,6,18,30,31,50.0%,100.0%,58.1%,96.8%
The Lima News,1357,2004,4,9,9,18,30,31,44.4%,100.0%,58.1%,96.8%
The Lima News,1357,2005,5,9,9,17,29,30,55.6%,100.0%,56.7%,96.7%
The Lima News,1357,2006,4,8,8,19,31,31,50.0%,100.0%,61.3%,100.0%
The Lima News,1357,2007,7,8,9,25,36,38,77.8%,88.9%,65.8%,94.7%
The Lima News,1357,2008,7,9,10,21,34,37,70.0%,90.0%,56.8%,91.9%
The Lima News,1357,2009,6,8,8,14,23,23,75.0%,100.0%,60.9%,100.0%
The Lima News,1357,2010,7,9,9,18,28,29,77.8%,100.0%,62.1%,96.6%
The Lima News,1357,2012,8,9,11,23,29,34,72.7%,81.8%,67.6%,85.3%
The Lima News,1357,2013,4,6,6,15,21,21,66.7%,100.0%,71.4%,100.0%
The Lima News,1357,2014,4,5,5,11,14,14,80.0%,100.0%,78.6%,100.0%
Morning Journal,1358,2001,4,5,5,10,16,16,80.0%,100.0%,62.5%,100.0%
Morning Journal,1358,2003,2,5,5,6,14,14,40.0%,100.0%,42.9%,100.0%
Morning Journal,1358,2006,0,1,1,7,15,15,0.0%,100.0%,46.7%,100.0%
Morning Journal,1358,2007,3,5,5,9,13,13,60.0%,100.0%,69.2%,100.0%
Morning Journal,1358,2009,0,1,1,7,12,12,0.0%,100.0%,58.3%,100.0%
Morning Journal,1358,2010,3,5,5,5,11,11,60.0%,100.0%,45.5%,100.0%
Morning Journal,1358,2011,3,5,5,6,12,12,60.0%,100.0%,50.0%,100.0%
Morning Journal,1358,2012,3,4,4,6,12,12,75.0%,100.0%,50.0%,100.0%
Morning Journal,1358,2013,3,4,4,8,13,13,75.0%,100.0%,61.5%,100.0%
Morning Journal,1358,2014,3,4,4,7,13,13,75.0%,100.0%,53.8%,100.0%
Logan Daily News,1359,2001,1,1,1,4,10,10,100.0%,100.0%,40.0%,100.0%
Logan Daily News,1359,2002,1,1,1,3,7,7,100.0%,100.0%,42.9%,100.0%
Logan Daily News,1359,2004,1,1,1,3,6,6,100.0%,100.0%,50.0%,100.0%
Logan Daily News,1359,2007,1,6,6,3,14,14,16.7%,100.0%,21.4%,100.0%
